0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1079,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,709,,,,,202,,,887,1475,,1861,897,,1299,1570,,,1382,1269,,1501,,1102,,,,,,,,1304,,867,,1220,,,,,,,,1383,1686,,1878,,,1339,1509,,,,,1110,1114,,,,,,,,,261,,1209,,,,,1775,,2333,1626,,,,,,,,,,,,1590,,,,,547,,1581,,,,479,,,,,,1366,,,2363,985,1617,,,,,,,,,1855,,,0,,1791,,,,,,,,222,,,,2276,,1003,695,,,1712,1385,,788,,1648,,,,,,,,,,,,,,,,276,,,,,,1982,,,,,,,,,1659,2129,,,,,,
,,,,,,,,,,,879,,,,723,,,,,,,,,,,1529,,,,,,,,,,405,,,,,,,,,,,2249,,,,,,,,,410,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,,,,,,883,,,,,,1588,,,,,,,,,,,,,,,,,,0,,,653,,,,,,,,,,,,,,,,,1823,,1667,,1580,,,,,,,,,,,,902,,834,,,,,823,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1342,,,,,,,,,,,,,,,1223,,,,,,,,,,,1546,,1366,,,,,,,,,,,,,,,,,,,1575,,,,,,,,,,,,,,,,,,,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791,,0,,,,,,,,,,,,860,,,,,,,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,381,,,,,707,,,,,1344,,,,,594,,,,,,806,900,,,,505,,,,,1483,,825,877,763,,,,,,,,1629,,1677,1050,,942,1334,,,,1713,,,,,,2743,1325,,,,653,,736,923,1607,,,1006,,,1432,,,,,,,,,1717,,2890,1446,,,,,1204,,,,937,,,,,,,,936,,,1738,,1670,,,,,,,,,1694,,,,653,,,0,,,2098,,,,1705,,,,,,,,1094,,1184,722,1539,,,,,,2966,,,,,,666,,,,,,1016,,,,,,1235,,,,,,,,,,1561,,,,,,
,,,,,,,,,,,508,,,,,,,,,,,,,,,1214,,,,,,,,,,,,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1624,,,,,,,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2186,,,,,,,,,,,,,,,2157,,,,,,,,,,2152,,2336,,,,,2064,,,,2430,,,,,2464,,,,,,,,,,,,,,,,1493,,2402,,,,,,,,,,,,,,,,,,,,,,,2339,,1066,,,,,,1756,,,,,,2506,,,,,,,,,,,,,,,1812,,,,,,2098,,,0,,,,,,,,,,,,,,2353,,675,,,,,,,,,,,,,,,,,1911,,,,,,,,,2167,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1861,,,,,,,,,,1897,,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,,,,,,,,,1474,,,,,1190,,,,,,,,,,,,,,,,,,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,,,,,,,,,,,,222,,,,,,,,,,0,,,,,,,,,,,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,404,,,,1847,,,,1679,,,,,,,,,,,,,,,,,,,,,,,2448,,,,,,,,,,,,,,,2924,,,,,,,,,,,,,,,,,,,,,,,,2086,,,,,,,,,,,,,3040,,,,,,,,,,,,,,,,,,,,2618,,,,,,,,,,,,,,,,,,1705,,,,,,,0,,,,,,,,,,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1590,,,,,,,1057,,,,,,,,,,,,,,,,1287,,,,1465,,,,,,,,,1943,,,,,,1670,,,,,,,,,,,,,,,,,1346,,,,,,,,1644,,,,,,,,,,,,,,,,,,,1703,,,,,,,,,,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,819,,,,,,,1625,,,,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1595,,,,,,,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2753,,2480,,,,,,1526,,,,,,,,,,,,,,,1236,,,1856,,,,,,2823,,,1070,,,,,,,,,1236,,922,,,,,,2826,,,,,,,,,725,,,,,,,2375,,,,1182,,938,,1007,,,,,,,,,,4025,,,,,,2326,,1044,,2629,,,,,,,,,,,,,,,,,,,,,,,,,2276,,860,,,,1624,,,,,,819,1595,0,1254,,,,2263,,1062,,,,,,692,,4059,,794,,,,,,,,,,,,1021,,,,984,997,,,1726,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1738,,,,,,,,,,,,,,,,,,,,,,,,,,1968,,,,,,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,,,,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,0,,,,,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1619,,768,,838,,,883,,,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,,,,,,,,,,,,,,,1778,,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,,,0,,,,,1191,,646,,,,,,1807,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,
,1831,,753,,,,,539,,,1099,,,,,,,,,,,,,,,,,,,,,,,,,1353,,1002,,,,,,,,,1126,,1393,,,,,,,,,,,,,,,,,,,,,1112,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,,,,,,,,695,,,,,,,,,,,,,,,,,0,,,,988,,691,,,,,,2056,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,299,,,,1218,,,,,,,1756,,,,,,,,1908,,,,,,,,,564,880,,1810,,,,,,,,,,,,,,,,,,,,1489,,,,,,,,,,1694,,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782,,,2076,,,,,,,,,1057,,,,,,,,,1094,,,,,,,,,,2263,,,,,0,,2144,,,,,,,,,,,,,,,,,,,,,,,,,,1338,,,,,,,,,,,,,,,,
,2669,,1815,,1728,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,1746,1993,,,1452,,,,2727,,,,,,,,,,,,2000,,2160,,,,,,,623,,,,,,,,,,,,,450,,,,,,1557,,,,,,,,,,,,,,,,,,,949,,1712,,,,,,,,,,,,,,,,,,,,0,629,,,,1512,,,,2814,,,,,,,,,,,,,,,,,,1985,1770,,,,,,,,,,,,,,,
835,2796,,1732,1394,1514,1341,2408,1186,1838,,977,,945,725,1155,788,,593,1732,1200,,,709,1278,1451,,754,1206,,,976,711,2037,492,2623,1459,2003,,,,,,,402,280,510,471,,510,2195,785,358,,,1774,,2040,655,836,,,,2856,1244,816,1046,,1126,886,537,1450,2690,668,,1379,1319,1609,,1314,968,602,1685,829,,673,,1628,1073,2964,,,643,,1548,1300,,,1571,2108,,1010,,,,,647,408,,807,1299,1363,599,1533,1276,2067,,2148,1340,3191,1036,,589,1079,1385,1823,1131,1000,1184,1484,1272,2353,2061,848,1196,2782,1625,1286,1062,1531,1191,988,1851,2144,629,0,1901,1679,644,907,1021,1004,,2997,1778,1741,,1763,,,1026,921,1177,1115,496,1379,,1685,1063,1331,,1389,1153,,1755,1414,1140,,521,,,1004,2557,,,,1322,
,,,,,,,,,,,924,,,,749,,,,,,,,,,,,,,,,,,,,,446,,1583,,,,,,,,,,,,,,,,,,467,,,,,,,,,,,,,,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,,,,,,,,,,,,,,,,,,,,,722,,,,,,,,,,,,,,,,,1901,0,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,,,,,,,,
,1183,,,,,,,809,,,1585,,,,1641,931,,,,,,,,,,1484,,,,,,,,,,,,1666,,,,,,,,,1780,,,,,1794,,,,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,,,,,1378,,,,,,,,,,,,1153,,,,,,,,,,,,,,,,,,,,,,,788,1667,,,1539,,,675,,,,,,,,,646,691,,,,1679,,0,,,,,,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2243,,1908,,1798,1505,,,796,,,,888,,,,1274,,,645,,536,,,,,,,,,,471,,1179,,,,,,,,,,,1328,,,,,,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852,,,,,,,,,,,,,,,,2081,,,,,,,,,,,,,1648,1580,,,,,,,,,,,839,,,,,,,,1512,907,,,,0,,,,3671,,,,,,,,906,,755,,1790,,,,,,,,,,,,,1225,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,,,,,,,1004,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2245,,,3026,2978,,3698,3073,,2815,3472,,,2842,,,,,2862,,,,,,,,3224,,,,3058,,,,2822,,,,,2945,,3276,,,3182,3029,,,,,3123,3200,,,,,,,,,,,3162,,,,,3919,,,3118,,,,,,,,,,3463,,3029,,,2973,,1825,,3048,,,,,,,,,2945,3231,,,4271,1634,2730,,,,,,,,,3201,,,,,,,2966,,,,,,,,,,4059,,1807,2056,,,2814,2997,,1442,,3671,,,,0,,,,,,,,,,3193,,1952,,,,,,4089,3789,,,,,,,3849,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1829,,,,,,,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784,,,,,,,,,,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,,,,,,,1741,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3374,,3062,,,,,,1967,,,,,,,1283,,,,,,,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1660,,,,,,,,,,,,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,,,,,,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,639,,,,,893,,,,743,,,,,,,,,1203,,1528,,,,334,,,,,,432,,1533,,,842,,,,,,,,,,,1605,,,,,,1259,1135,,,,,,,785,,940,,1401,,,,,1472,,2088,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,576,,,,,790,,,,,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,905,884,861,,,,,,,,1736,,,,,,,,,,,,,,,,
,,,2720,,2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,511,,,,626,978,,,,,,,,,,865,,,,,,,,,,,672,,,,,,,1082,631,,1059,,,,,,,1357,,,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187,,,,,,,,,,,,,,,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,921,,,,906,,,,,,,,,,905,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,714,,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,,,,,,,,,,,,,,884,,,0,,,1338,,,,,,,,,,,,,,,,,,,,,,
,,,1712,641,,,,948,725,,,,,1142,,,,859,622,,1267,816,,,575,866,,,,756,,,,,1508,,,785,,940,,,,,,,1581,,,,,817,1262,,,,,,,,,,,,,,,,,603,,,,,,,,1347,,,,,,,,,,,,,,,,,,,,,1105,,,,,,,,,,,1495,,,,,,,,,,,,,,,834,,,,,,,,,,,,,,,,,,,,1115,820,,,755,,,,3193,,,,,,861,,,,0,,1241,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,1911,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1079,,,,1121,,,,1471,,1334,1327,,,,1127,,,,,,,,1397,,1132,,1279,,,,,,,,,1610,,,,,,1485,,,,,,,,,,,,,,,,,1313,174,,,,,,,,,,,,,,,,,,1880,,,,,,,404,1548,,,,647,,,,,,1441,,,,721,,,,,,,,,,,,,276,,,,1016,,,,,,,,,,,,764,519,,,,1379,,,,1790,,,,1952,,,,,,,,,1338,1241,,0,,,,,,,,,,,,,,,,,,,,,,
,1624,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2258,,,1486,,,,,,,1094,,,,,,,,1677,,,,,,,,,2126,1703,,1477,,,,,,,,,2048,,,,,,,,,,,,,,,,,,,,,,,1327,,,,,,,,,,,,,,,,,,,,1833,,,,,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,1685,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
,,,2963,,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
,,,2630,,2270,,1634,1869,,,1095,,,,1116,,,,,,1600,,,,,1337,,,,,,,,947,1901,1330,,1141,,,,,,,,,1797,,,,,1051,1478,,,,,,,,,,3891,259,,,,,,,,,,,,,,,,,,,,,,,2740,,4027,1573,,,,,2264,,1534,,,,1519,,,,,,,,,742,,,,,,,,,,,,,,1982,,,,1235,,,,,,,,,,984,,,,,1338,1985,1389,,,,,,,,4089,,,,,,1736,,,,,,,,,,,,0,299,,,,,,1666,629,,787,,,,,,
,,,2331,,1974,,,,,,803,,,,841,,,,,,1361,,,,,1064,,,,,,,,,1826,1085,,,,,,,,,,,1590,,,,,,1259,,,,,,,,,,,379,,,,1484,,,,,,,,,,,,,,,,,,,,,,1363,,,,,,,,,1706,,,,,,,,,,,,,1751,,,,,,,,,,,,,,,,,,,,,,,,,,997,,,,,,1770,1153,,,,,,,,3789,,,,,,,,,,,,,,,,,,299,0,,,,,,1495,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,,,,,,,,,,,,,,,,,,,,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,1081,,,,,,,,,1881,,,,,,,,,,,761,,,,,,,,,,,,892,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,,,,816,,,,,,1078,,,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726,,,,,,,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1523,,,,,,
,1813,,,,,,,,,,971,,,,,,,,,,,,,,,900,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472,,,1467,,,,3114,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,,,,,521,,,,1225,,,,,,,,,,,,,,,,,,,,,,1666,1495,,,,,,0,,,,,,,,,
,,,2472,,2165,,,,,,1125,,,,1236,,,,,,,,,,1017,,,,,,,,,643,,1537,,793,,,,,,,,,1242,,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,,,,,,,,,,,,,,,,950,,2058,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849,,,,,,,,,,,,,,,,,,629,,,,,,,,0,,,,,,,,
,,,2192,,1887,,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,,,,,,,,1779,,,,,,,,,,,,,,,,1955,,,,,,,,,,,,,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
,,,2641,1916,2350,,,,,,1346,,,,,,,,,,,,,,,1132,,,,,,,,,,1765,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,,1658,,,,,,,,,,,,,,,,,,,,,,,2129,,,,1561,,,,,,,,,,,,,,,,,1004,,,,,,,,,,,,,,,,,,,,,,,,,,787,,,,1523,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449,,,,,,,,,,,,,,,,,,,,,,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573,,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
