0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1689,,1357,,,,,,,,,,,,,,1089,,,,,,,,,,,1062,,,,,,852,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,870,,,,,,,,,,,,,,,,,,,,,3067,,,,,,,,,,,,,,,,,,,,,,1556,,,,,,,,,,,,,1110,,,,,,,,,,,,,,,,,,,1489,,655,,,,,,,,3123,,,,,,1259,,,,,,,,,,,,,,,,761,,,,,,,,,,,,
,,,1741,833,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797,713,,,,,,,,,,,1306,,,,,,,,1919,,,,0,,,,,,,,,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,,,,,,,,,,,,,1114,1115,,,,,,,,,,,,,,,,,,,1452,836,,,,,,,,3200,,,,,,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,,,,,1361,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1038,,,,,,,,,,,,1058,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2032,,,2816,2850,,,,,,3304,,,,,,,,,,,,,,,,,,,,2891,,,,,,,,,2845,,3169,,,,2900,,,,,,,,,,0,,,,,,,2982,,,,,,,,2995,,,,,,,,,,,,2910,,,2835,,1636,,2927,,,,,,,,,,3065,,,,,2639,,,,,,,,,3099,,,,,,,2743,,,,,,,,,,,,,,,,2727,2856,,,,,,,,,,,,,,,,,,,,,,,,,,3891,,,,,,,,,,,,,,,,
,,,,,2295,,,,,,,1352,,,,,,,,,1454,,,,,,,,,,,,,,,1464,,,,,,,,,,,1616,,1392,,,,,,,,,,,,,,,0,,,,,,,,,,,486,,,1308,,,,,,,,,,,,,,,,,,,1360,,,,,,,,,,,,,,,1810,,,,,,,,,,,,,,,,1325,,,,,,,,,,725,,,,,,,1244,,,,,,,,,,,,,,,,,,,,,,,,,,259,379,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,742,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,,,,,,,,,,,,,,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483,,,,,1275,,,,,1607,,,1048,1318,,,1133,,,1329,,841,,,,608,,,,,,,,960,,,,,,,,1131,1446,,,,,1080,,,,,,870,896,,,,,,,,,0,,960,,,,,1593,,,,,,,,,,,,,,,,,,1134,,,,1327,,1215,,,1028,,,,1586,1109,,,,,1394,,,,,,810,,,,,,261,,1575,,653,942,,1493,1206,,,,,,,,,,,1694,,1126,,,,,,,,,,2468,,,,940,,,,,,,,,,,,,1484,,,,,,,,,,,,,,,
,,,2616,,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2923,,1752,1039,1438,,,,,,509,,,,,,,,1225,,,,,,,,,,,1198,,,1519,,2105,995,1556,,,,,,,,,,1008,,974,,,,,,1884,,2043,,,,,,2982,,,,,960,,0,1316,2157,1196,,,,,,,,,,,,,,1793,,3110,,,,,,,,,,,752,,,,,1861,,,,,,1568,,,,,,1610,,,,,,,1209,,,,736,990,752,2402,,,1087,,1346,,,,1431,1112,,1610,,537,1418,,,,,,,3162,,,,1626,,1401,,,,603,,1313,,1327,,,,,,,1815,892,,,,,,,,,,,,
,,,571,,,,,276,,,1020,1529,,,1035,,,,,,1427,1359,,,,,,,,,,,,,,1004,,1311,,,,,,,,,1719,,,,,1433,1566,,,,,,,,,,,,,,,,,1316,0,,,,,,,1683,,,,,,,,,,,,1640,,,,,459,,1634,,,,601,,,,,,1463,,,,,,,,,,,,,,1902,,,,,,,923,,,,,,,,,,2375,,,,,,,1450,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1752,,,,1582,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157,,0,,,1589,,2033,,,,,,,,,,,,,2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607,,,,,,,,,,,,,,,,,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,,,,,,,,,,,,,,,1196,,,0,,,,,,,,,,,,,,,,,,,,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2446,,2074,,,,,,896,1515,,,888,,,,,,,,,,,1268,,,,1470,,,,,,1074,,1089,,,,,,,,869,1821,,1671,,,1023,1489,,,,,,,,,,,486,,,,1593,,,,1589,,,0,,,1522,,,,,,,,,,,3852,1594,,,,,2102,,1556,,1638,,,,,,,,,,,986,,,,,,,,,1995,,,,,1775,,,,1006,,,,,,,,,,1182,,,,,,2000,1379,,,,,,,,3919,,,,,,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573
,,,,,2056,,,,,,,1454,,,,,,,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2616,,,,,,,1713,,,,,,,,,1818,,,,,,,,,2075,,,,,,,,,,,,,,,,,1967,,1723,,,,,,,,,,,,,,,,,,,,,,,2033,,,,,0,,,,,,,1668,,,,,,,,,1647,,,,,,2248,,,,,,,,,,,,,,,,,,,,2343,,,,,2333,,,,,,,,,,,2086,,,938,,,,,,2160,1609,,,,,,,,,,,,,,2088,,,,,,,,,,,,,,,,,,,,726,,,,,,,,2914
,2935,,1924,,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267,,2853,,,,,,,,,588,,,308,,,,,,,,1935,,,,,,,,2995,1308,,,,,,,1683,,,,1522,,,0,,,,,,,913,,,,,,,,,,,,,1790,2360,1215,,,,,,,,,,,,,,,,,,,,,,,,1626,,,,1432,,,,,,,,1644,,,,,,,,,,,,,,,,,3118,,,,,,,,,,1347,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735,,,,,,1411,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,,,,,,,1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,,,,,,,,,,,,,,,,,,,,,,,,,913,,,,,,,0,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,808,,,,,,,,,,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1724,,,,,,,2095,,,,1717,,,,1485,,,,,,,,,,1868,,,,,,,1496,,,,1642,,,,,1804,,,,,,,,,,,,,,,,,,1793,,,,,,,,,,,,,,,,,0,,,,,,,,,,1703,,,,1307,,,,,,,,,,277,,,,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,,,,1628,,,,,,,,,,,,,,,,,,,,,,,,,,2740,,,,,,,,,2198,,1449,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073,,,,,,,,3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2174,,,2957,2951,,,2998,,2784,3426,,,2815,,,,,,,,,,,,,3175,,,,3012,,,,,,,,,2931,,3259,,,3137,3001,,,,,3067,,,,,,,,,,,,3110,,,,,3852,,,,,,,,,,,,,,0,3006,,,2941,,1766,,3024,,,,,,,,,,3185,,,4230,1602,2720,,,,,,,,,3186,,,,,,,2890,,,,,,,,,,4025,,1778,2010,,,,2964,,1378,,,,,,,,,,,,,,,,,,1880,,,,,,4027,,,,,,,,,,,,,,,,
,2850,,1857,,1683,,,1388,,,,,,,,,,,,,,,,1517,,,,,,,1187,,,,,,,,,,,,,,,,227,,,,977,,,,1857,,,,,,1190,,2910,,,,,,,,1640,2949,,,1594,,,,,,339,,,,880,,,,3006,0,,,,,,,,,2365,,,,,,,399,,,,,1413,416,,,,,,,,,,,,1590,,1320,,1446,,,,,,,3040,,,,,,,,,,,,,,,,1173,,3029,,,,,,,1036,,,,,,,1833,,,,1573,1363,,,,,,,,,,,,,,,
,,,,,,,,,,,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,,,,,,,,,883,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2775,,,,,,,,,,,,,,,,,,,,,,,1318,,,,,991,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,,,,970,,2835,,,,,1134,,,,,627,,,,1647,,,,,,,,,,,,2941,,,,0,,,,,1568,2133,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,,,1573,,,,,,,,,,,,,,2973,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1576,,,1001,,,,,,,1220,,,,1296,,,1678,,,,,,1852,1974,1091,,,,1085,,,,1419,,1359,,1271,,1642,,,,,,,1452,,,,,1398,,,,,741,,,,,,1636,,,,,,,,459,,,,2102,,,,,,,,,,,,,,1766,,,,,,0,665,1433,,1656,,796,,,,,,,,,,438,,,,2459,,,,,,,,,547,1453,,,1204,,,1066,770,,,,,,2326,,483,,,,,1300,,,,1852,,,1772,1825,,,,,568,,,,,,,,,2645,,,,2264,,,,,,,,2058,1779,,,,,,,
,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,
,2867,,1863,,1681,,,1380,,,1212,,,,1389,,,737,,,,,,,1654,530,,,1189,,,,2268,,2855,1695,,562,,,,,,,,,265,,,,,560,,,1869,,,,,,,,2927,1360,,,,1327,,,1634,,,,1556,,,,,,,,,,,,1703,,3024,,,,,,1433,,0,1736,,,,,,,,,,,,,,,,,,,,,,,,,,1581,,,,,,,,,,,,1703,,1044,1703,,,,,450,,,,,,,,,3048,,1784,,,,,,,,,,1548,,,,,,1534,,,,1644,,,,,,,,,,955,,
,,,,,,,,,,,,1634,,,,,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,,,,,1596,1675,,,,,,,,,,,,,,,,,,,,,,,,,1790,,,,,,,,,,,,,,,1568,,,,1736,0,,,,,,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1163,2243,,2247,1002,,2111,,620,,2201,,,,,,,,,,,,,,,680,,,,,,,,,,,2532,,2609,,,1879,2257,,,,,,,,,,,,,,,1215,,,,,,,1638,,2248,2360,,,,,,,,,,,,2365,,,2133,,1656,,,,0,,1156,,,,,,,,,2556,,,,,,,,,,,2621,,,,,,,937,,,,,,,,,,2629,,,,,,,2108,,,,,,,,,,,,,,289,,1187,,1105,,,,,,,,,1706,,,,,,,,,2431,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1949,1117,,,,,,,929,,,,,,,,,,,,,,,,,,,,565,,,,,1841,630,,783,,1064,,,,,,,1393,,1520,,,891,,1872,,603,1377,,,,,,,,,,,,,,601,,,,,,,,,,,,,,,808,1307,,,,,,,,796,,,,1156,,0,,,,1177,,,675,,1886,1167,,,,,1142,,,,,,521,,479,883,,,,,,1756,1469,,,,,,,,,,,,,1010,,1153,,,,,,,,,,,1281,,,,,,566,647,,,,,,1519,,,,816,,,,,,1658,,,,,,
,,,,,1490,,,,,,,,,,,,,,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,,,,,,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,831,,,,,,,,,,,,,,,,,,1662,,,,,,,,,,,,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2803,,1945,,1848,,,,,,1607,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,,1880,,,,,,,,,,,,,1586,,,,,,,,,,,,,,,,,,,,,,399,,,610,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,,,,,,,,2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3004,2690,1860,1231,1571,1039,,,,,709,,,,873,,,,1417,,,,,,,,,820,944,1392,,,1705,,2289,1195,,,,,,,,,,,,,789,,,,,,1965,,2159,,,,,,3065,,,,,1109,,,1463,,,,,,,,,,,,,,,,,,3185,,,,,,,,,,,,,,,,,,0,,,1049,1612,,,,,1978,,1060,,,,,,1366,1588,,,936,1186,,2506,,,,,1295,,,,,1175,,1782,,408,1615,,,,,,,3231,,1454,,,,,,,,,,1441,,,,,812,,,,,1078,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,,,,,,,,,,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1898,,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2906,2108,2600,,,2203,2017,,1537,,2120,,,,,814,,,,,,,,1411,,,1955,,,,,,2640,1913,,1221,,,,,,,,,,,,,,1094,,,3013,,,,,,,,,,,,,,,,,,,,986,,,,,,,,,,,,,,4230,,,,,,,,,,2556,,1886,,,,,,1049,,,0,,,,,,,,,2911,,,,,2363,,,,1738,,,,,,,2618,,1517,,,,,,2076,,1299,,,,,,,,4271,,,,,,,,,,1495,,,,,,,,742,,,,1636,,,,436,,,,,,,,
,,,,,,,,899,,,1559,,,,1663,759,,1852,,,,1473,,,,1240,,,,,930,1079,,1617,,1768,,1440,,,,,1294,,,1686,1366,1150,,,,1560,,,475,,,1556,1669,,,,,,,,,,,1568,,,,,,,,,,,,,,,,1376,277,,1602,1413,,813,,,438,,,,,,1167,1543,,,,,1612,,,,0,,,,,,,,,,,932,,985,,,,,,,,,,,,,,,,,,,,,1363,,,1514,2081,,,,1634,,,,,,,,,,,1015,721,,,,,,,,1310,,,,,,,1955,,1508,834,,,,
,2581,,1715,,1629,,,,,,1494,,,,,968,,,,,,,,,,,,,,,1253,,,,,,,,,,,,,,,,,,,,,,,,1649,,,,,,,,2639,1810,,,,1394,,,,,,,,,,,,,,,,579,,,,,2720,416,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1617,,,,1670,,,,,,1398,,,,,,,,,,,599,,,,,,,,2730,,,,,,,,,,,,,,,,,,,1751,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1290,,,,1172,,,,,,,,,,,,,,,,,,,,,1136,,1745,,,,,,,,,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,,,,,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,1978,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,516,,,,,,,,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,,,,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,1901,,2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,,,,1995,,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1057,,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1134,,,,,,,,,,,,,,,,,,,,,,,,,,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3040,,2094,,1939,,,1653,,,,,,,,,,,,,,,,,,,,,,,,,2526,,,1968,,,,,,,,,,,,,,,,,,,2072,,,,,,,,3099,,,,,,,,1902,,,,,,,,,,,,,,,,,,3186,,,,,,,,,1992,2621,,,,,,,,,,,,,,,,,,,,,,0,,,1855,,,,1694,,,,,,,,,,,,,,,,,,,,,,,,,3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,,,,,,,,,,932,,,,,,,,,,,0,,,,,,,,,1812,,,,,,,,,,,,,949,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
